Description:
The Munsell renotation [Newhall1943, Table I] expresses Munsell colours, when
illuminated by illuminant C, in xyY coordinates.  This file contains an inverse
table, that converts xyY coordinates into Munsell notation.  The xy chromaticity
values in this file were chosen to lie on Cartestian grid points, and the values
of Y were chosen to correspond to integer Munsell values.  Each row of the file
was generated by a call to the routine xyYToMunsell.m, which
has been contributed to ColorLab, an open source set of colour-related routines
for Matlab or Octave.  The file xyYToMunsell.m contains a detailed description of
the inversion algorithm, and a complete discussion appears in [Centore2012].
Those wishing to perform further conversions from Munsell to xyY coordinates
can either use routine xyYToMunsell.m directly, or write an interpolation routine
using the data in this file.  The second method is likely faster, but would not
be any more accurate than the first method.
The data in this file were produced in January 2011, and supersede an earlier version
produced in September 2010.  The
inversion algorithm used here, from [Centore2012] is slightly different from the algorithm
used then.

[Centore2012] Paul Centore, "An Open Source Inversion Algorithm for the Munsell Renotation,"
        Color Research & Application, 2012, to appear.  This paper is currently 
	available at www.99main.com/~centore
[Newhall1943] S. M. Newhall, D. Nickerson, & D. B. Judd, "Final
        Report of the O.S.A. Subcommittee on the Spacing of the Munsell
        Colors," Journal of the Optical Society of America, Vol. 33,
        Issue 7, pp. 385-418, 1943.
DESCRIPTION ENDS HERE
  x	  y	  Y	   H    	 V	   C
0.48	0.46	6.39	3.0538Y 	3.0	 6.1851
0.48	0.48	6.39	4.7753Y 	3.0	 6.5651
0.48	0.50	6.39	6.2065Y 	3.0	 6.9628
0.50	0.20	6.39	7.4843RP	3.0	16.1760
0.50	0.22	6.39	8.2238RP	3.0	14.1056
0.50	0.24	6.39	9.1426RP	3.0	12.2478
0.50	0.26	6.39	0.3383R 	3.0	10.6958
0.50	0.28	6.39	1.9040R 	3.0	 9.3767
0.50	0.30	6.39	3.7252R 	3.0	 8.2975
0.50	0.32	6.39	6.0163R 	3.0	 7.4269
0.50	0.34	6.39	8.9435R 	3.0	 6.7324
0.50	0.36	6.39	1.4338YR	3.0	 6.3212
0.50	0.38	6.39	3.6701YR	3.0	 6.1476
0.50	0.40	6.39	5.9323YR	3.0	 6.1869
0.50	0.42	6.39	8.0700YR	3.0	 6.3578
0.50	0.44	6.39	0.0440Y 	3.0	 6.5985
0.50	0.46	6.39	1.8429Y 	3.0	 6.8905
0.50	0.48	6.39	3.4835Y 	3.0	 7.2161
0.52	0.20	6.39	8.0160RP	3.0	17.0003
0.52	0.22	6.39	8.7702RP	3.0	14.8793
0.52	0.24	6.39	9.6910RP	3.0	13.0357
0.52	0.26	6.39	0.9287R 	3.0	11.4393
0.52	0.28	6.39	2.4394R 	3.0	10.1006
0.52	0.30	6.39	4.1821R 	3.0	 9.0401
0.52	0.32	6.39	6.2560R 	3.0	 8.1838
0.52	0.34	6.39	8.9577R 	3.0	 7.4868
0.52	0.36	6.39	1.2346YR	3.0	 7.1043
0.52	0.38	6.39	3.2426YR	3.0	 6.9365
0.52	0.40	6.39	5.2909YR	3.0	 6.9739
0.52	0.42	6.39	7.2405YR	3.0	 7.1449
0.52	0.44	6.39	9.0950YR	3.0	 7.3735
0.52	0.46	6.39	0.8134Y 	3.0	 7.6427
0.54	0.22	6.39	9.2789RP	3.0	15.6028
0.54	0.24	6.39	0.2334R 	3.0	13.8205
0.54	0.26	6.39	1.4985R 	3.0	12.1701
0.54	0.28	6.39	2.9754R 	3.0	10.8529
0.54	0.30	6.39	4.5935R 	3.0	 9.7661
0.54	0.32	6.39	6.6012R 	3.0	 8.9330
0.54	0.34	6.39	9.0373R 	3.0	 8.2509
0.54	0.36	6.39	1.0858YR	3.0	 7.8762
0.54	0.38	6.39	2.8873YR	3.0	 7.7135
0.54	0.40	6.39	4.7680YR	3.0	 7.7610
0.54	0.42	6.39	6.5615YR	3.0	 7.9187
0.54	0.44	6.39	8.2809YR	3.0	 8.1606
0.56	0.22	6.39	9.7645RP	3.0	16.3136
0.56	0.24	6.39	0.8074R 	3.0	14.5780
0.56	0.26	6.39	2.0511R 	3.0	12.9573
0.56	0.28	6.39	3.4953R 	3.0	11.5869
0.56	0.30	6.39	5.0676R 	3.0	10.4872
0.56	0.32	6.39	6.9069R 	3.0	 9.6782
0.56	0.34	6.39	9.2637R 	3.0	 9.0342
0.56	0.36	6.39	1.0756YR	3.0	 8.7073
0.56	0.38	6.39	2.6422YR	3.0	 8.5392
0.56	0.40	6.39	4.3816YR	3.0	 8.6071
0.56	0.42	6.39	6.0257YR	3.0	 8.7693
0.58	0.24	6.39	1.3553R 	3.0	15.3147
0.58	0.26	6.39	2.5762R 	3.0	13.7312
0.58	0.28	6.39	4.0083R 	3.0	12.3496
0.58	0.30	6.39	5.5748R 	3.0	11.2540
0.58	0.32	6.39	7.3011R 	3.0	10.4160
0.58	0.34	6.39	9.4719R 	3.0	 9.8225
0.58	0.36	6.39	1.0765YR	3.0	 9.5436
0.58	0.38	6.39	2.4719YR	3.0	 9.3975
0.58	0.40	6.39	4.0769YR	3.0	 9.4730
0.60	0.24	6.39	1.8770R 	3.0	16.0415
0.60	0.26	6.39	3.1323R 	3.0	14.5208
0.60	0.28	6.39	4.5400R 	3.0	13.1431
0.60	0.30	6.39	6.0609R 	3.0	11.9987
0.60	0.32	6.39	7.8035R 	3.0	11.1701
0.60	0.34	6.39	9.8122R 	3.0	10.6193
0.60	0.36	6.39	1.1362YR	3.0	10.4116
0.60	0.38	6.39	2.3988YR	3.0	10.2822
0.62	0.26	6.39	3.6971R 	3.0	15.2730
0.62	0.28	6.39	5.0689R 	3.0	13.9251
0.62	0.30	6.39	6.6062R 	3.0	12.8505
0.62	0.32	6.39	8.2702R 	3.0	11.9525
0.62	0.34	6.39	0.1007YR	3.0	11.4407
0.62	0.36	6.39	1.2575YR	3.0	11.3032
0.64	0.28	6.39	5.6761R 	3.0	14.7421
0.64	0.30	6.39	7.1611R 	3.0	13.6812
0.64	0.32	6.39	8.8313R 	3.0	12.8500
0.64	0.34	6.39	0.3228YR	3.0	12.3559
0.64	0.36	6.39	1.3878YR	3.0	12.2311
0.66	0.28	6.39	6.2934R 	3.0	15.5410
0.66	0.30	6.39	7.7580R 	3.0	14.5254
0.66	0.32	6.39	9.3570R 	3.0	13.7272
0.68	0.30	6.39	8.3756R 	3.0	15.4249
0.10	0.18	11.70	4.2664B 	4.0	14.9752
0.10	0.20	11.70	2.8110B 	4.0	14.5115
0.10	0.22	11.70	1.2863B 	4.0	14.3510
0.10	0.24	11.70	9.7453BG	4.0	14.4730
0.10	0.26	11.70	8.4684BG	4.0	14.7421
0.10	0.28	11.70	7.1378BG	4.0	15.2020
0.10	0.30	11.70	5.8759BG	4.0	15.6243
0.10	0.32	11.70	4.7447BG	4.0	16.0390
0.10	0.34	11.70	3.8788BG	4.0	16.4718
0.10	0.36	11.70	3.0528BG	4.0	16.8536
0.10	0.38	11.70	2.2324BG	4.0	17.1961
0.10	0.40	11.70	1.3752BG	4.0	17.5482
0.10	0.42	11.70	0.5390BG	4.0	17.8617
0.10	0.44	11.70	9.6860G 	4.0	18.2005
0.10	0.46	11.70	8.7861G 	4.0	18.5649
0.10	0.48	11.70	7.9107G 	4.0	18.9180
0.10	0.50	11.70	7.0943G 	4.0	19.2744
0.10	0.52	11.70	6.3335G 	4.0	19.6304
0.10	0.54	11.70	5.5838G 	4.0	19.9621
0.10	0.56	11.70	4.9193G 	4.0	20.2734
0.10	0.58	11.70	4.5530G 	4.0	20.6016
0.10	0.60	11.70	4.1966G 	4.0	20.9086
0.10	0.62	11.70	3.8393G 	4.0	21.1726
0.10	0.64	11.70	3.4949G 	4.0	21.4358
0.10	0.66	11.70	3.1499G 	4.0	21.6670
0.10	0.68	11.70	2.8101G 	4.0	21.8851
0.10	0.70	11.70	2.4874G 	4.0	22.1001
0.12	0.12	11.70	2.3783PB	4.0	18.1767
0.12	0.14	11.70	0.6028PB	4.0	15.9733
0.12	0.16	11.70	8.2279B 	4.0	14.3895
0.12	0.18	11.70	5.8475B 	4.0	13.3241
0.12	0.20	11.70	4.0164B 	4.0	12.7101
0.12	0.22	11.70	2.3067B 	4.0	12.4084
0.12	0.24	11.70	0.5564B 	4.0	12.4035
0.12	0.26	11.70	9.0343BG	4.0	12.5522
0.12	0.28	11.70	7.5660BG	4.0	12.9230
0.12	0.30	11.70	6.1717BG	4.0	13.3580
0.12	0.32	11.70	4.8706BG	4.0	13.7690
0.12	0.34	11.70	3.8891BG	4.0	14.2221
0.12	0.36	11.70	2.9591BG	4.0	14.6938
0.12	0.38	11.70	2.0372BG	4.0	15.1453
0.12	0.40	11.70	1.1115BG	4.0	15.5978
0.12	0.42	11.70	0.2193BG	4.0	16.0146
0.12	0.44	11.70	9.2475G 	4.0	16.3493
0.12	0.46	11.70	8.2771G 	4.0	16.6525
0.12	0.48	11.70	7.3532G 	4.0	16.9535
0.12	0.50	11.70	6.5397G 	4.0	17.2848
0.12	0.52	11.70	5.7417G 	4.0	17.6060
0.12	0.54	11.70	4.9781G 	4.0	17.9063
0.12	0.56	11.70	4.5837G 	4.0	18.3457
0.12	0.58	11.70	4.2008G 	4.0	18.7615
0.12	0.60	11.70	3.8281G 	4.0	19.1385
0.12	0.62	11.70	3.4630G 	4.0	19.4811
0.12	0.64	11.70	3.1058G 	4.0	19.7978
0.12	0.66	11.70	2.7487G 	4.0	20.0777
0.12	0.68	11.70	2.4477G 	4.0	20.3968
0.12	0.70	11.70	2.2725G 	4.0	20.8216
0.14	0.10	11.70	5.6837PB	4.0	20.5301
0.14	0.12	11.70	4.7869PB	4.0	17.5966
0.14	0.14	11.70	2.7741PB	4.0	15.3273
0.14	0.16	11.70	0.7704PB	4.0	13.5290
0.14	0.18	11.70	8.1457B 	4.0	12.1799
0.14	0.20	11.70	5.6164B 	4.0	11.2592
0.14	0.22	11.70	3.6207B 	4.0	10.7552
0.14	0.24	11.70	1.6491B 	4.0	10.5764
0.14	0.26	11.70	9.6942BG	4.0	10.7133
0.14	0.28	11.70	8.0851BG	4.0	10.9999
0.14	0.30	11.70	6.4882BG	4.0	11.4245
0.14	0.32	11.70	5.0020BG	4.0	11.8204
0.14	0.34	11.70	3.8821BG	4.0	12.2794
0.14	0.36	11.70	2.8329BG	4.0	12.7376
0.14	0.38	11.70	1.7987BG	4.0	13.1821
0.14	0.40	11.70	0.7929BG	4.0	13.6231
0.14	0.42	11.70	9.8124G 	4.0	14.0622
0.14	0.44	11.70	8.7054G 	4.0	14.5138
0.14	0.46	11.70	7.6522G 	4.0	14.9091
0.14	0.48	11.70	6.7524G 	4.0	15.2976
0.14	0.50	11.70	5.9006G 	4.0	15.6613
0.14	0.52	11.70	5.0634G 	4.0	15.9913
0.14	0.54	11.70	4.6038G 	4.0	16.4246
0.14	0.56	11.70	4.1912G 	4.0	16.8362
0.14	0.58	11.70	3.7945G 	4.0	17.2230
0.14	0.60	11.70	3.4066G 	4.0	17.5804
0.14	0.62	11.70	3.0339G 	4.0	17.9244
0.14	0.64	11.70	2.6626G 	4.0	18.2717
0.14	0.66	11.70	2.3942G 	4.0	18.7213
0.14	0.68	11.70	2.2060G 	4.0	19.2016
0.14	0.70	11.70	2.0294G 	4.0	19.6440
0.16	0.10	11.70	6.8009PB	4.0	20.9480
0.16	0.12	11.70	6.1289PB	4.0	17.5273
0.16	0.14	11.70	5.2262PB	4.0	14.9409
0.16	0.16	11.70	3.2051PB	4.0	12.9301
0.16	0.18	11.70	0.8850PB	4.0	11.3382
0.16	0.20	11.70	7.9446B 	4.0	10.1478
0.16	0.22	11.70	5.2462B 	4.0	 9.3492
0.16	0.24	11.70	2.9687B 	4.0	 9.0334
0.16	0.26	11.70	0.6728B 	4.0	 9.0767
0.16	0.28	11.70	8.7019BG	4.0	 9.3057
0.16	0.30	11.70	6.8469BG	4.0	 9.7105
0.16	0.32	11.70	5.1442BG	4.0	10.1129
0.16	0.34	11.70	3.8358BG	4.0	10.6066
0.16	0.36	11.70	2.6563BG	4.0	11.0631
0.16	0.38	11.70	1.4794BG	4.0	11.5104
0.16	0.40	11.70	0.3768BG	4.0	11.8924
0.16	0.42	11.70	9.2057G 	4.0	12.3500
0.16	0.44	11.70	8.0261G 	4.0	12.8173
0.16	0.46	11.70	6.9836G 	4.0	13.2960
0.16	0.48	11.70	6.0618G 	4.0	13.7474
0.16	0.50	11.70	5.1685G 	4.0	14.1619
0.16	0.52	11.70	4.6172G 	4.0	14.6213
0.16	0.54	11.70	4.1665G 	4.0	15.0768
0.16	0.56	11.70	3.7398G 	4.0	15.5007
0.16	0.58	11.70	3.3282G 	4.0	15.9042
0.16	0.60	11.70	2.9310G 	4.0	16.2929
0.16	0.62	11.70	2.5448G 	4.0	16.6594
0.16	0.64	11.70	2.3157G 	4.0	17.1644
0.16	0.66	11.70	2.1196G 	4.0	17.6712
0.16	0.68	11.70	1.9332G 	4.0	18.1610
0.16	0.70	11.70	1.7537G 	4.0	18.6193
0.18	0.10	11.70	8.1175PB	4.0	21.9049
0.18	0.12	11.70	7.4612PB	4.0	17.7563
0.18	0.14	11.70	6.6772PB	4.0	14.8531
0.18	0.16	11.70	5.6011PB	4.0	12.5502
0.18	0.18	11.70	3.5978PB	4.0	10.7120
0.18	0.20	11.70	0.9454PB	4.0	 9.2935
0.18	0.22	11.70	7.7154B 	4.0	 8.2483
0.18	0.24	11.70	4.7049B 	4.0	 7.7016
0.18	0.26	11.70	2.0052B 	4.0	 7.6034
0.18	0.28	11.70	9.4701BG	4.0	 7.7851
0.18	0.30	11.70	7.3056BG	4.0	 8.1508
0.18	0.32	11.70	5.2766BG	4.0	 8.5975
0.18	0.34	11.70	3.7456BG	4.0	 9.0949
0.18	0.36	11.70	2.3998BG	4.0	 9.5798
0.18	0.38	11.70	1.0501BG	4.0	10.1382
0.18	0.40	11.70	9.7994G 	4.0	10.6156
0.18	0.42	11.70	8.4634G 	4.0	11.0398
0.18	0.44	11.70	7.2426G 	4.0	11.4355
0.18	0.46	11.70	6.2081G 	4.0	11.8346
0.18	0.48	11.70	5.2278G 	4.0	12.2820
0.18	0.50	11.70	4.6010G 	4.0	12.8222
0.18	0.52	11.70	4.1131G 	4.0	13.3342
0.18	0.54	11.70	3.6535G 	4.0	13.8123
0.18	0.56	11.70	3.2113G 	4.0	14.2590
0.18	0.58	11.70	2.7841G 	4.0	14.6800
0.18	0.60	11.70	2.4287G 	4.0	15.1319
0.18	0.62	11.70	2.2141G 	4.0	15.6943
0.18	0.64	11.70	2.0081G 	4.0	16.2352
0.18	0.66	11.70	1.8113G 	4.0	16.7460
0.18	0.68	11.70	1.6248G 	4.0	17.2361
0.18	0.70	11.70	1.4475G 	4.0	17.7088
0.20	0.10	11.70	9.7754PB	4.0	23.3774
0.20	0.12	11.70	9.1277PB	4.0	18.4359
0.20	0.14	11.70	8.3350PB	4.0	15.0378
0.20	0.16	11.70	7.3193PB	4.0	12.3599
0.20	0.18	11.70	6.0070PB	4.0	10.2811
0.20	0.20	11.70	3.9820PB	4.0	 8.6452
0.20	0.22	11.70	0.9468PB	4.0	 7.4632
0.20	0.24	11.70	7.2380B 	4.0	 6.6840
0.20	0.26	11.70	3.8445B 	4.0	 6.3388
0.20	0.28	11.70	0.5845B 	4.0	 6.3809
0.20	0.30	11.70	7.8676BG	4.0	 6.6915
0.20	0.32	11.70	5.4185BG	4.0	 7.1637
0.20	0.34	11.70	3.5910BG	4.0	 7.6805
0.20	0.36	11.70	2.0014BG	4.0	 8.2249
0.20	0.38	11.70	0.4621BG	4.0	 8.8097
0.20	0.40	11.70	8.9728G 	4.0	 9.3749
0.20	0.42	11.70	7.5665G 	4.0	 9.8842
0.20	0.44	11.70	6.3643G 	4.0	10.3358
0.20	0.46	11.70	5.2543G 	4.0	10.7526
0.20	0.48	11.70	4.5475G 	4.0	11.2069
0.20	0.50	11.70	3.9974G 	4.0	11.6683
0.20	0.52	11.70	3.4915G 	4.0	12.1417
0.20	0.54	11.70	3.0186G 	4.0	12.6359
0.20	0.56	11.70	2.5658G 	4.0	13.0943
0.20	0.58	11.70	2.3020G 	4.0	13.6534
0.20	0.60	11.70	2.0782G 	4.0	14.2167
0.20	0.62	11.70	1.8624G 	4.0	14.7774
0.20	0.64	11.70	1.6594G 	4.0	15.3277
0.20	0.66	11.70	1.4686G 	4.0	15.8700
0.20	0.68	11.70	1.2834G 	4.0	16.3688
0.20	0.70	11.70	1.1065G 	4.0	16.8405
0.22	0.10	11.70	1.4432P 	4.0	24.6899
0.22	0.12	11.70	0.8959P 	4.0	19.4621
0.22	0.14	11.70	0.1871P 	4.0	15.6776
0.22	0.16	11.70	9.2756PB	4.0	12.5868
0.22	0.18	11.70	8.0328PB	4.0	10.1487
0.22	0.20	11.70	6.4802PB	4.0	 8.2867
0.22	0.22	11.70	4.3239PB	4.0	 6.8865
0.22	0.24	11.70	0.8486PB	4.0	 5.8724
0.22	0.26	11.70	6.5000B 	4.0	 5.2065
0.22	0.28	11.70	2.2876B 	4.0	 5.0300
0.22	0.30	11.70	8.6282BG	4.0	 5.2910
0.22	0.32	11.70	5.5466BG	4.0	 5.7810
0.22	0.34	11.70	3.3091BG	4.0	 6.3384
0.22	0.36	11.70	1.3651BG	4.0	 6.9279
0.22	0.38	11.70	9.5857G 	4.0	 7.5281
0.22	0.40	11.70	7.8798G 	4.0	 8.1333
0.22	0.42	11.70	6.4732G 	4.0	 8.6964
0.22	0.44	11.70	5.2377G 	4.0	 9.2090
0.22	0.46	11.70	4.4369G 	4.0	 9.7391
0.22	0.48	11.70	3.8072G 	4.0	10.2412
0.22	0.50	11.70	3.2369G 	4.0	10.7081
0.22	0.52	11.70	2.7164G 	4.0	11.1575
0.22	0.54	11.70	2.3625G 	4.0	11.6672
0.22	0.56	11.70	2.1181G 	4.0	12.2276
0.22	0.58	11.70	1.8845G 	4.0	12.8030
0.22	0.60	11.70	1.6691G 	4.0	13.3570
0.22	0.62	11.70	1.4691G 	4.0	13.8931
0.22	0.64	11.70	1.2704G 	4.0	14.4356
0.22	0.66	11.70	1.0817G 	4.0	14.9760
0.22	0.68	11.70	0.9064G 	4.0	15.5131
0.22	0.70	11.70	0.7382G 	4.0	16.0352
0.24	0.10	11.70	3.1444P 	4.0	25.9233
0.24	0.12	11.70	2.6211P 	4.0	20.6362
0.24	0.14	11.70	2.0413P 	4.0	16.6287
0.24	0.16	11.70	1.3695P 	4.0	13.3058
0.24	0.18	11.70	0.3770P 	4.0	10.5307
0.24	0.20	11.70	8.9437PB	4.0	 8.2805
0.24	0.22	11.70	7.1333PB	4.0	 6.5690
0.24	0.24	11.70	4.6601PB	4.0	 5.2644
0.24	0.26	11.70	0.5134PB	4.0	 4.3033
0.24	0.28	11.70	5.0797B 	4.0	 3.7997
0.24	0.30	11.70	9.7691BG	4.0	 3.9276
0.24	0.32	11.70	5.6189BG	4.0	 4.4457
0.24	0.34	11.70	2.7819BG	4.0	 5.0341
0.24	0.36	11.70	0.4088BG	4.0	 5.6735
0.24	0.38	11.70	8.2677G 	4.0	 6.3232
0.24	0.40	11.70	6.5187G 	4.0	 6.9746
0.24	0.42	11.70	5.1045G 	4.0	 7.5865
0.24	0.44	11.70	4.2168G 	4.0	 8.1941
0.24	0.46	11.70	3.4763G 	4.0	 8.7478
0.24	0.48	11.70	2.8360G 	4.0	 9.2696
0.24	0.50	11.70	2.3820G 	4.0	 9.8191
0.24	0.52	11.70	2.1045G 	4.0	10.3975
0.24	0.54	11.70	1.8530G 	4.0	10.9465
0.24	0.56	11.70	1.6244G 	4.0	11.4850
0.24	0.58	11.70	1.4142G 	4.0	12.0128
0.24	0.60	11.70	1.2047G 	4.0	12.5591
0.24	0.62	11.70	1.0106G 	4.0	13.0883
0.24	0.64	11.70	0.8292G 	4.0	13.6022
0.24	0.66	11.70	0.6596G 	4.0	14.1164
0.24	0.68	11.70	0.4861G 	4.0	14.6470
0.24	0.70	11.70	0.3225G 	4.0	15.1710
0.26	0.10	11.70	4.9495P 	4.0	27.2549
0.26	0.12	11.70	4.5461P 	4.0	22.1033
0.26	0.14	11.70	4.0669P 	4.0	17.6460
0.26	0.16	11.70	3.4993P 	4.0	14.2210
0.26	0.18	11.70	2.7231P 	4.0	11.2651
0.26	0.20	11.70	1.7437P 	4.0	 8.7511
0.26	0.22	11.70	0.2673P 	4.0	 6.5886
0.26	0.24	11.70	8.1330PB	4.0	 4.9506
0.26	0.26	11.70	5.0355PB	4.0	 3.7093
0.26	0.28	11.70	9.5089B 	4.0	 2.9058
0.26	0.30	11.70	1.8252B 	4.0	 2.7105
0.26	0.32	11.70	5.5725BG	4.0	 3.1839
0.26	0.34	11.70	1.7592BG	4.0	 3.8170
0.26	0.36	11.70	8.7656G 	4.0	 4.5320
0.26	0.38	11.70	6.4294G 	4.0	 5.2372
0.26	0.40	11.70	4.7936G 	4.0	 5.9316
0.26	0.42	11.70	3.7498G 	4.0	 6.5878
0.26	0.44	11.70	2.9059G 	4.0	 7.2132
0.26	0.46	11.70	2.3488G 	4.0	 7.8610
0.26	0.48	11.70	2.0291G 	4.0	 8.4945
0.26	0.50	11.70	1.7496G 	4.0	 9.1026
0.26	0.52	11.70	1.5032G 	4.0	 9.7033
0.26	0.54	11.70	1.2770G 	4.0	10.2664
0.26	0.56	11.70	1.0614G 	4.0	10.7973
0.26	0.58	11.70	0.8642G 	4.0	11.3174
0.26	0.60	11.70	0.6826G 	4.0	11.8284
0.26	0.62	11.70	0.5061G 	4.0	12.3445
0.26	0.64	11.70	0.3335G 	4.0	12.8502
0.26	0.66	11.70	0.1712G 	4.0	13.3433
0.26	0.68	11.70	0.0173G 	4.0	13.8241
0.26	0.70	11.70	9.8046GY	4.0	14.5053
0.28	0.10	11.70	6.3390P 	4.0	28.5325
0.28	0.12	11.70	6.1239P 	4.0	23.3745
0.28	0.14	11.70	5.8760P 	4.0	18.7542
0.28	0.16	11.70	5.5778P 	4.0	15.1810
0.28	0.18	11.70	5.2311P 	4.0	12.2272
0.28	0.20	11.70	4.6937P 	4.0	 9.5543
0.28	0.22	11.70	3.8411P 	4.0	 7.2307
0.28	0.24	11.70	2.4258P 	4.0	 5.1248
0.28	0.26	11.70	9.9559PB	4.0	 3.4456
0.28	0.28	11.70	5.7059PB	4.0	 2.2418
0.28	0.30	11.70	6.6769B 	4.0	 1.6182
0.28	0.32	11.70	5.3058BG	4.0	 1.9655
0.28	0.34	11.70	9.5333G 	4.0	 2.7111
0.28	0.36	11.70	5.9196G 	4.0	 3.5007
0.28	0.38	11.70	3.9629G 	4.0	 4.2874
0.28	0.40	11.70	2.7537G 	4.0	 4.9960
0.28	0.42	11.70	2.1602G 	4.0	 5.7045
0.28	0.44	11.70	1.7925G 	4.0	 6.4209
0.28	0.46	11.70	1.4843G 	4.0	 7.1102
0.28	0.48	11.70	1.2361G 	4.0	 7.7894
0.28	0.50	11.70	0.9997G 	4.0	 8.4086
0.28	0.52	11.70	0.7889G 	4.0	 9.0007
0.28	0.54	11.70	0.6045G 	4.0	 9.5864
0.28	0.56	11.70	0.4334G 	4.0	10.1506
0.28	0.58	11.70	0.2532G 	4.0	10.6617
0.28	0.60	11.70	0.0837G 	4.0	11.1610
0.28	0.62	11.70	9.9084GY	4.0	11.7047
0.28	0.64	11.70	9.7011GY	4.0	12.3170
0.28	0.66	11.70	9.4966GY	4.0	12.9666
0.28	0.68	11.70	9.3086GY	4.0	13.6303
0.28	0.70	11.70	9.1189GY	4.0	14.3193
0.30	0.10	11.70	7.6552P 	4.0	29.6472
0.30	0.12	11.70	7.5523P 	4.0	24.6077
0.30	0.14	11.70	7.4234P 	4.0	19.8667
0.30	0.16	11.70	7.2864P 	4.0	16.2059
0.30	0.18	11.70	7.1528P 	4.0	13.2226
0.30	0.20	11.70	6.9651P 	4.0	10.5271
0.30	0.22	11.70	6.7234P 	4.0	 8.0437
0.30	0.24	11.70	6.3718P 	4.0	 5.8568
0.30	0.26	11.70	5.7695P 	4.0	 3.8620
0.30	0.28	11.70	4.2529P 	4.0	 2.1390
0.30	0.30	11.70	8.5960PB	4.0	 0.9235
0.30	0.32	11.70	2.7886BG	4.0	 0.7543
0.30	0.34	11.70	3.8778G 	4.0	 1.7078
0.30	0.36	11.70	1.9344G 	4.0	 2.5785
0.30	0.38	11.70	1.3006G 	4.0	 3.3997
0.30	0.40	11.70	0.9568G 	4.0	 4.2138
0.30	0.42	11.70	0.7355G 	4.0	 4.9635
0.30	0.44	11.70	0.5728G 	4.0	 5.7040
0.30	0.46	11.70	0.3981G 	4.0	 6.4019
0.30	0.48	11.70	0.2320G 	4.0	 7.0610
0.30	0.50	11.70	0.0956G 	4.0	 7.7180
0.30	0.52	11.70	9.9367GY	4.0	 8.3388
0.30	0.54	11.70	9.7462GY	4.0	 8.9578
0.30	0.56	11.70	9.5822GY	4.0	 9.5892
0.30	0.58	11.70	9.4155GY	4.0	10.2131
0.30	0.60	11.70	9.2319GY	4.0	10.8220
0.30	0.62	11.70	9.0680GY	4.0	11.4460
0.30	0.64	11.70	8.9150GY	4.0	12.0875
0.30	0.66	11.70	8.7434GY	4.0	12.7755
0.30	0.68	11.70	8.5880GY	4.0	13.4755
0.32	0.10	11.70	8.7231P 	4.0	30.7437
0.32	0.12	11.70	8.7089P 	4.0	25.7689
0.32	0.14	11.70	8.7153P 	4.0	21.1171
0.32	0.16	11.70	8.7464P 	4.0	17.4075
0.32	0.18	11.70	8.7982P 	4.0	14.2630
0.32	0.20	11.70	8.8721P 	4.0	11.5347
0.32	0.22	11.70	8.9958P 	4.0	 9.0180
0.32	0.24	11.70	9.1988P 	4.0	 6.7628
0.32	0.26	11.70	9.5713P 	4.0	 4.7687
0.32	0.28	11.70	0.3325RP	4.0	 3.0269
0.32	0.30	11.70	2.4764RP	4.0	 1.5297
0.32	0.32	11.70	2.3745YR	4.0	 0.3812
0.32	0.34	11.70	4.8295GY	4.0	 0.9196
0.32	0.36	11.70	7.0695GY	4.0	 1.9173
0.32	0.38	11.70	7.9123GY	4.0	 2.7545
0.32	0.40	11.70	8.3725GY	4.0	 3.5719
0.32	0.42	11.70	8.5963GY	4.0	 4.3542
0.32	0.44	11.70	8.6926GY	4.0	 5.0878
0.32	0.46	11.70	8.7654GY	4.0	 5.8206
0.32	0.48	11.70	8.7502GY	4.0	 6.5163
0.32	0.50	11.70	8.7236GY	4.0	 7.1983
0.32	0.52	11.70	8.7018GY	4.0	 7.8771
0.32	0.54	11.70	8.6169GY	4.0	 8.5444
0.32	0.56	11.70	8.5316GY	4.0	 9.2146
0.32	0.58	11.70	8.4572GY	4.0	 9.8898
0.32	0.60	11.70	8.3368GY	4.0	10.5474
0.32	0.62	11.70	8.2212GY	4.0	11.2122
0.32	0.64	11.70	8.1174GY	4.0	11.8868
0.32	0.66	11.70	7.9851GY	4.0	12.6099
0.34	0.12	11.70	9.8302P 	4.0	27.0652
0.34	0.14	11.70	9.9147P 	4.0	22.4634
0.34	0.16	11.70	0.0531RP	4.0	18.4731
0.34	0.18	11.70	0.2030RP	4.0	15.4881
0.34	0.20	11.70	0.4320RP	4.0	12.5813
0.34	0.22	11.70	0.7672RP	4.0	10.0526
0.34	0.24	11.70	1.2644RP	4.0	 7.7431
0.34	0.26	11.70	2.1005RP	4.0	 5.7678
0.34	0.28	11.70	3.4071RP	4.0	 4.0839
0.34	0.30	11.70	6.1973RP	4.0	 2.5731
0.34	0.32	11.70	6.0863R 	4.0	 1.4242
0.34	0.34	11.70	0.5121Y 	4.0	 1.0799
0.34	0.36	11.70	9.4763Y 	4.0	 1.5386
0.34	0.38	11.70	3.5417GY	4.0	 2.3389
0.34	0.40	11.70	5.4274GY	4.0	 3.1097
0.34	0.42	11.70	6.1871GY	4.0	 3.8935
0.34	0.44	11.70	6.6378GY	4.0	 4.6652
0.34	0.46	11.70	6.9631GY	4.0	 5.4155
0.34	0.48	11.70	7.1965GY	4.0	 6.1464
