Description:
Draft: This file expresses sRGB colours in the Munsell system.  The first
three columns are the R, G, and B components in the sRGB system, varying
from 0 to 255.  The next three columns are the Munsell hue (H), value (V), and
chroma (C).  4096 conversions were attempted.  Some sRGB colours are beyond
the MacAdam limits, meaning that they cannot be produced as surface colours.
Therefore, those colours are not in the Munsell system.  In addition, colours
near the MacAdam limits are difficult to convert to the Munsell system, so
so sometimes the conversion failed.  In all, 3879 of the 4096 sRGB colours were
successfully converted.

[Newhall1943] S. M. Newhall, D. Nickerson, & D. B. Judd, "Final
        Report of the O.S.A. Subcommittee on the Spacing of the Munsell
        Colors," Journal of the Optical Society of America, Vol. 33,
        Issue 7, pp. 385-418, 1943.

DESCRIPTION ENDS HERE
 R	 G	 B	  H	  V	  C
170	119	34	0.85Y	 5.28	 8.12
170	119	51	0.08Y	 5.30	 7.22
170	119	68	8.82YR	 5.31	 6.20
170	119	85	6.76YR	 5.34	 5.28
170	119	102	3.18YR	 5.37	 4.51
170	119	119	7.37R	 5.41	 4.13
170	119	136	8.16RP	 5.45	 4.56
170	119	153	2.45RP	 5.51	 5.53
170	119	170	8.56P	 5.57	 6.97
170	119	187	6.24P	 5.63	 8.76
170	119	204	4.73P	 5.71	10.66
170	119	221	3.34P	 5.79	12.62
170	119	238	2.32P	 5.88	14.47
170	119	255	1.69P	 5.97	16.19
170	136	0	5.00Y	 5.71	 9.15
170	136	17	4.87Y	 5.72	 8.74
170	136	34	4.61Y	 5.72	 8.01
170	136	51	4.16Y	 5.73	 7.19
170	136	68	3.40Y	 5.75	 6.13
170	136	85	2.26Y	 5.77	 5.11
170	136	102	0.35Y	 5.80	 4.06
170	136	119	7.28YR	 5.84	 3.10
170	136	136	9.57R	 5.88	 2.55
170	136	153	5.47RP	 5.92	 3.17
170	136	170	8.77P	 5.98	 4.54
170	136	187	5.59P	 6.04	 6.18
170	136	204	3.75P	 6.11	 8.20
170	136	221	2.47P	 6.18	10.15
170	136	238	1.62P	 6.26	12.02
170	136	255	1.06P	 6.35	13.81
170	153	0	8.60Y	 6.18	 9.39
170	153	17	8.54Y	 6.18	 9.04
170	153	34	8.44Y	 6.19	 8.42
170	153	51	8.27Y	 6.20	 7.59
170	153	68	7.98Y	 6.21	 6.61
170	153	85	7.53Y	 6.23	 5.50
170	153	102	6.78Y	 6.26	 4.38
170	153	119	5.40Y	 6.29	 3.19
170	153	136	2.98Y	 6.32	 2.02
170	153	153	6.80YR	 6.37	 1.09
170	153	170	0.08RP	 6.42	 1.73
170	153	187	3.86P	 6.47	 3.66
170	153	204	1.88P	 6.53	 5.71
170	153	221	0.98P	 6.60	 7.78
170	153	238	0.50P	 6.67	 9.72
170	153	255	0.18P	 6.75	11.47
170	170	0	1.56GY	 6.66	10.00
170	170	17	1.58GY	 6.66	 9.74
170	170	34	1.62GY	 6.66	 9.27
170	170	51	1.68GY	 6.67	 8.54
170	170	68	1.78GY	 6.69	 7.62
170	170	85	1.93GY	 6.70	 6.61
170	170	102	2.14GY	 6.73	 5.47
170	170	119	2.47GY	 6.76	 4.25
170	170	136	3.10GY	 6.79	 3.03
170	170	153	4.73GY	 6.83	 1.82
170	170	170	8.04GY	 6.87	 0.73
170	170	187	3.67PB	 6.92	 1.39
170	170	204	7.42PB	 6.98	 3.63
170	170	221	8.24PB	 7.04	 5.67
170	170	238	8.54PB	 7.10	 7.59
170	170	255	8.69PB	 7.18	 9.35
170	187	0	3.68GY	 7.15	11.14
170	187	17	3.73GY	 7.15	10.87
170	187	34	3.82GY	 7.15	10.40
170	187	51	3.99GY	 7.16	 9.74
170	187	68	4.25GY	 7.18	 8.97
170	187	85	4.66GY	 7.19	 8.04
170	187	102	5.12GY	 7.21	 6.99
170	187	119	5.59GY	 7.24	 5.86
170	187	136	6.28GY	 7.27	 4.67
170	187	153	7.51GY	 7.30	 3.51
170	187	170	0.14G	 7.34	 2.40
170	187	187	8.45G	 7.39	 1.65
170	187	204	5.54B	 7.44	 2.20
170	187	221	2.83PB	 7.49	 3.94
170	187	238	5.59PB	 7.55	 5.75
170	187	255	6.63PB	 7.62	 7.47
170	204	0	5.23GY	 7.65	12.18
170	204	17	5.27GY	 7.65	11.95
170	204	34	5.34GY	 7.65	11.60
170	204	51	5.47GY	 7.66	11.06
170	204	68	5.67GY	 7.67	10.32
170	204	85	5.94GY	 7.69	 9.46
170	204	102	6.32GY	 7.71	 8.51
170	204	119	6.86GY	 7.73	 7.45
170	204	136	7.60GY	 7.76	 6.33
170	204	153	8.71GY	 7.79	 5.20
170	204	170	0.58G	 7.82	 4.20
170	204	187	3.63G	 7.86	 3.29
170	204	204	2.96BG	 7.91	 2.74
170	204	221	3.05B	 7.96	 3.09
170	204	238	9.71B	 8.02	 4.43
170	204	255	3.11PB	 8.08	 5.98
170	221	0	6.08GY	 8.15	13.38
170	221	17	6.13GY	 8.15	13.19
170	221	34	6.21GY	 8.16	12.85
170	221	51	6.34GY	 8.16	12.32
170	221	68	6.54GY	 8.17	11.64
170	221	85	6.81GY	 8.19	10.84
170	221	102	7.21GY	 8.20	 9.92
170	221	119	7.71GY	 8.23	 8.93
170	221	136	8.39GY	 8.25	 7.91
170	221	153	9.34GY	 8.28	 6.81
170	221	170	0.68G	 8.31	 5.76
170	221	187	2.46G	 8.35	 4.85
170	221	204	6.55G	 8.39	 4.15
170	221	221	4.47BG	 8.44	 3.74
170	221	238	1.84B	 8.49	 3.87
170	221	255	7.75B	 8.54	 4.82
170	238	0	6.76GY	 8.66	14.38
170	238	17	6.80GY	 8.66	14.20
170	238	34	6.88GY	 8.66	13.88
170	238	51	7.01GY	 8.67	13.40
170	238	68	7.20GY	 8.68	12.76
170	238	85	7.49GY	 8.69	11.97
170	238	102	7.82GY	 8.70	11.13
170	238	119	8.27GY	 8.72	10.20
170	238	136	8.86GY	 8.75	 9.24
170	238	153	9.69GY	 8.77	 8.30
170	238	170	0.66G	 8.80	 7.23
170	238	187	2.00G	 8.84	 6.22
170	238	204	4.20G	 8.87	 5.48
170	238	221	8.79G	 8.91	 4.88
170	238	238	5.36BG	 8.96	 4.56
170	238	255	1.11B	 9.01	 4.66
170	255	0	7.08GY	 9.16	18.27
170	255	17	7.12GY	 9.16	18.03
170	255	34	7.19GY	 9.16	17.68
170	255	51	7.30GY	 9.17	17.14
170	255	68	7.47GY	 9.18	16.40
170	255	85	7.70GY	 9.19	15.70
170	255	102	8.00GY	 9.20	14.96
170	255	119	8.40GY	 9.22	14.14
170	255	136	8.91GY	 9.24	13.23
170	255	153	9.63GY	 9.26	12.35
170	255	170	0.43G	 9.29	11.44
170	255	187	1.45G	 9.32	10.61
170	255	204	2.98G	 9.35	10.09
170	255	221	5.04G	 9.39	 9.68
170	255	238	9.89G	 9.43	 9.72
187	0	0	8.77R	 3.82	15.56
187	0	17	8.18R	 3.82	15.17
187	0	34	7.01R	 3.84	14.71
187	0	51	5.02R	 3.86	14.28
187	0	68	2.99R	 3.89	14.17
187	0	85	0.41R	 3.92	14.38
187	0	102	7.82RP	 3.97	14.94
187	0	119	5.43RP	 4.03	15.66
187	0	136	3.55RP	 4.10	16.47
187	0	153	1.90RP	 4.18	17.38
187	0	170	0.31RP	 4.26	18.37
187	0	187	8.73P	 4.36	19.60
187	0	204	7.35P	 4.46	21.13
187	0	221	6.12P	 4.58	22.74
187	0	238	5.13P	 4.70	24.30
187	0	255	4.11P	 4.83	25.84
187	17	0	8.93R	 3.88	15.30
187	17	17	8.37R	 3.89	14.92
187	17	34	7.26R	 3.90	14.42
187	17	51	5.29R	 3.92	14.01
187	17	68	3.22R	 3.95	13.88
187	17	85	0.64R	 3.99	14.05
187	17	102	7.98RP	 4.03	14.52
187	17	119	5.55RP	 4.09	15.15
187	17	136	3.61RP	 4.16	15.98
187	17	153	1.93RP	 4.23	16.94
187	17	170	0.32RP	 4.32	17.97
187	17	187	8.71P	 4.41	19.21
187	17	204	7.33P	 4.52	20.71
187	17	221	6.10P	 4.63	22.34
187	17	238	5.11P	 4.75	23.92
187	17	255	4.09P	 4.87	25.52
187	34	0	9.23R	 4.00	14.84
187	34	17	8.71R	 4.01	14.45
187	34	34	7.73R	 4.02	13.91
187	34	51	5.90R	 4.04	13.50
187	34	68	3.73R	 4.07	13.25
187	34	85	1.16R	 4.10	13.26
187	34	102	8.35RP	 4.15	13.64
187	34	119	5.78RP	 4.20	14.25
187	34	136	3.72RP	 4.27	15.10
187	34	153	1.99RP	 4.34	16.12
187	34	170	0.32RP	 4.42	17.25
187	34	187	8.69P	 4.51	18.52
187	34	204	7.29P	 4.61	20.02
187	34	221	6.06P	 4.72	21.66
187	34	238	5.08P	 4.84	23.33
187	34	255	4.06P	 4.96	24.93
187	51	0	0.07YR	 4.19	13.62
187	51	17	9.60R	 4.19	13.32
187	51	34	8.71R	 4.20	12.89
187	51	51	7.15R	 4.22	12.38
187	51	68	4.68R	 4.25	12.09
187	51	85	2.14R	 4.28	12.02
187	51	102	9.04RP	 4.32	12.29
187	51	119	6.22RP	 4.38	12.91
187	51	136	3.93RP	 4.44	13.77
187	51	153	2.12RP	 4.51	14.81
187	51	170	0.33RP	 4.58	16.10
187	51	187	8.64P	 4.67	17.45
187	51	204	7.21P	 4.77	18.99
187	51	221	6.00P	 4.87	20.70
187	51	238	5.03P	 4.98	22.41
187	51	255	3.99P	 5.10	23.79
187	68	0	1.32YR	 4.43	12.75
187	68	17	0.91YR	 4.44	12.29
187	68	34	0.13YR	 4.45	11.60
187	68	51	8.77R	 4.47	11.08
187	68	68	6.56R	 4.49	10.68
187	68	85	3.64R	 4.52	10.55
187	68	102	0.27R	 4.56	10.75
187	68	119	7.00RP	 4.61	11.26
187	68	136	4.29RP	 4.67	12.04
187	68	153	2.34RP	 4.73	13.13
187	68	170	0.36RP	 4.80	14.50
187	68	187	8.57P	 4.89	16.04
187	68	204	7.10P	 4.98	17.65
187	68	221	5.91P	 5.07	19.33
187	68	238	4.95P	 5.18	20.85
187	68	255	3.88P	 5.29	22.21
187	85	0	3.30YR	 4.74	11.88
187	85	17	2.90YR	 4.74	11.42
187	85	34	2.17YR	 4.75	10.72
187	85	51	0.89YR	 4.77	 9.90
187	85	68	8.99R	 4.79	 9.30
187	85	85	6.13R	 4.82	 9.02
187	85	102	2.48R	 4.85	 9.10
187	85	119	8.39RP	 4.90	 9.54
187	85	136	4.89RP	 4.95	10.27
187	85	153	2.68RP	 5.01	11.28
187	85	170	0.46RP	 5.08	12.56
187	85	187	8.51P	 5.15	14.09
187	85	204	6.97P	 5.24	15.71
187	85	221	5.78P	 5.33	17.37
187	85	238	4.78P	 5.43	19.01
187	85	255	3.71P	 5.53	20.50
187	102	0	5.94YR	 5.09	11.20
187	102	17	5.61YR	 5.09	10.73
187	102	34	4.97YR	 5.10	 9.94
187	102	51	3.89YR	 5.12	 9.10
187	102	68	2.18YR	 5.14	 8.22
187	102	85	9.60R	 5.16	 7.60
187	102	102	6.07R	 5.19	 7.37
187	102	119	1.15R	 5.23	 7.57
187	102	136	6.49RP	 5.28	 8.08
187	102	153	3.28RP	 5.34	 9.05
187	102	170	0.72RP	 5.40	10.33
187	102	187	8.50P	 5.47	11.82
187	102	204	6.81P	 5.55	13.52
187	102	221	5.60P	 5.63	15.23
187	102	238	4.52P	 5.72	16.96
187	102	255	3.46P	 5.82	18.65
187	119	0	9.03YR	 5.48	10.40
187	119	17	8.79YR	 5.48	 9.94
187	119	34	8.33YR	 5.49	 9.32
187	119	51	7.55YR	 5.50	 8.41
187	119	68	6.15YR	 5.52	 7.48
187	119	85	4.07YR	 5.54	 6.62
187	119	102	0.95YR	 5.57	 5.95
187	119	119	6.45R	 5.61	 5.71
187	119	136	9.79RP	 5.65	 5.99
187	119	153	4.49RP	 5.70	 6.79
187	119	170	1.22RP	 5.76	 7.98
187	119	187	8.49P	 5.82	 9.48
187	119	204	6.60P	 5.89	11.24
187	119	221	5.34P	 5.97	13.07
187	119	238	4.12P	 6.06	14.76
187	119	255	3.06P	 6.15	16.38
187	136	0	2.28Y	 5.90	 9.91
187	136	17	2.11Y	 5.90	 9.58
187	136	34	1.78Y	 5.91	 8.98
187	136	51	1.20Y	 5.92	 8.09
187	136	68	0.31Y	 5.94	 7.17
187	136	85	8.98YR	 5.96	 6.16
187	136	102	6.93YR	 5.99	 5.24
187	136	119	3.26YR	 6.02	 4.47
187	136	136	7.43R	 6.06	 4.14
187	136	153	8.23RP	 6.10	 4.59
187	136	170	2.36RP	 6.15	 5.54
187	136	187	8.51P	 6.21	 6.99
187	136	204	6.29P	 6.28	 8.73
187	136	221	4.98P	 6.35	10.50
187	136	238	3.58P	 6.42	12.29
187	136	255	2.54P	 6.51	13.95
187	153	0	5.43Y	 6.34	 9.80
187	153	17	5.33Y	 6.35	 9.49
187	153	34	5.12Y	 6.35	 8.94
187	153	51	4.79Y	 6.36	 8.08
187	153	68	4.30Y	 6.38	 7.17
187	153	85	3.54Y	 6.40	 6.09
187	153	102	2.43Y	 6.42	 5.04
187	153	119	0.48Y	 6.45	 3.98
187	153	136	7.53YR	 6.49	 3.03
187	153	153	0.09YR	 6.53	 2.51
187	153	170	5.72RP	 6.57	 3.15
187	153	187	8.70P	 6.63	 4.44
187	153	204	5.72P	 6.69	 6.14
187	153	221	3.95P	 6.75	 8.06
187	153	238	2.65P	 6.82	 9.87
187	153	255	1.80P	 6.90	11.58
187	170	0	8.87Y	 6.81	10.03
187	170	17	8.84Y	 6.81	 9.77
187	170	34	8.77Y	 6.82	 9.32
187	170	51	8.64Y	 6.82	 8.60
187	170	68	8.44Y	 6.84	 7.68
187	170	85	8.15Y	 6.85	 6.65
187	170	102	7.68Y	 6.88	 5.50
187	170	119	6.91Y	 6.90	 4.33
187	170	136	5.58Y	 6.94	 3.15
187	170	153	3.18Y	 6.97	 2.01
187	170	170	7.58YR	 7.02	 1.09
187	170	187	0.36RP	 7.06	 1.76
187	170	204	4.00P	 7.12	 3.60
187	170	221	1.96P	 7.18	 5.62
187	170	238	1.05P	 7.24	 7.50
187	170	255	0.57P	 7.31	 9.23
187	187	0	1.62GY	 7.28	10.81
187	187	17	1.63GY	 7.29	10.53
187	187	34	1.66GY	 7.29	10.02
187	187	51	1.71GY	 7.30	 9.42
187	187	68	1.80GY	 7.31	 8.62
187	187	85	1.93GY	 7.33	 7.66
187	187	102	2.09GY	 7.35	 6.58
187	187	119	2.33GY	 7.37	 5.41
187	187	136	2.71GY	 7.40	 4.20
187	187	153	3.49GY	 7.44	 2.98
187	187	170	5.14GY	 7.47	 1.80
187	187	187	8.18GY	 7.52	 0.76
187	187	204	2.77PB	 7.57	 1.32
187	187	221	7.27PB	 7.62	 3.50
187	187	238	8.26PB	 7.68	 5.41
187	187	255	8.59PB	 7.74	 7.14
187	204	0	3.62GY	 7.77	11.76
187	204	17	3.66GY	 7.77	11.55
187	204	34	3.74GY	 7.78	11.16
187	204	51	3.88GY	 7.79	10.57
187	204	68	4.09GY	 7.80	 9.81
187	204	85	4.40GY	 7.81	 8.95
187	204	102	4.87GY	 7.83	 7.96
187	204	119	5.27GY	 7.85	 6.87
187	204	136	5.75GY	 7.88	 5.72
187	204	153	6.44GY	 7.91	 4.56
187	204	170	7.63GY	 7.94	 3.42
187	204	187	0.20G	 7.98	 2.35
187	204	204	8.00G	 8.03	 1.62
187	204	221	4.99B	 8.08	 2.18
187	204	238	2.61PB	 8.13	 3.80
187	204	255	5.50PB	 8.19	 5.46
187	221	0	5.18GY	 8.26	12.74
187	221	17	5.21GY	 8.27	12.54
187	221	34	5.27GY	 8.27	12.19
187	221	51	5.37GY	 8.28	11.68
187	221	68	5.53GY	 8.29	11.03
187	221	85	5.74GY	 8.30	10.22
187	221	102	6.04GY	 8.32	 9.29
187	221	119	6.43GY	 8.34	 8.28
187	221	136	6.96GY	 8.36	 7.19
187	221	153	7.70GY	 8.39	 6.07
187	221	170	8.80GY	 8.42	 4.98
187	221	187	0.66G	 8.46	 4.06
187	221	204	3.66G	 8.50	 3.16
187	221	221	2.74BG	 8.54	 2.64
187	221	238	2.64B	 8.59	 2.95
187	221	255	9.81B	 8.65	 4.12
187	238	0	5.98GY	 8.76	13.81
187	238	17	6.02GY	 8.76	13.64
187	238	34	6.08GY	 8.76	13.33
187	238	51	6.19GY	 8.77	12.83
187	238	68	6.36GY	 8.78	12.17
187	238	85	6.57GY	 8.79	11.39
187	238	102	6.87GY	 8.80	10.51
187	238	119	7.27GY	 8.82	 9.53
187	238	136	7.78GY	 8.85	 8.54
187	238	153	8.45GY	 8.87	 7.51
187	238	170	9.40GY	 8.90	 6.42
187	238	187	0.68G	 8.93	 5.43
187	238	204	2.53G	 8.97	 4.65
187	238	221	6.54G	 9.01	 4.03
187	238	238	4.39BG	 9.06	 3.80
187	238	255	1.52B	 9.11	 4.08
187	255	119	7.46GY	 9.31	14.89
187	255	136	7.92GY	 9.33	13.88
187	255	153	8.52GY	 9.35	12.82
187	255	170	9.35GY	 9.38	11.80
187	255	187	0.40G	 9.41	10.80
187	255	204	1.75G	 9.44	 9.98
187	255	221	3.88G	 9.48	 9.59
187	255	238	8.26G	 9.52	 9.48
204	0	0	8.43R	 4.17	16.97
204	0	17	7.99R	 4.18	16.58
204	0	34	7.04R	 4.19	16.08
204	0	51	5.41R	 4.21	15.62
204	0	68	3.65R	 4.23	15.41
204	0	85	1.49R	 4.27	15.42
204	0	102	9.03RP	 4.31	15.70
204	0	119	6.72RP	 4.36	16.19
204	0	136	4.64RP	 4.42	16.91
204	0	153	3.08RP	 4.49	17.77
204	0	170	1.54RP	 4.57	18.75
204	0	187	0.10RP	 4.66	19.82
204	0	204	8.63P	 4.76	21.30
204	0	221	7.40P	 4.86	22.79
204	0	238	6.30P	 4.97	24.43
204	0	255	5.38P	 5.09	25.69
204	17	0	8.61R	 4.23	16.62
204	17	17	8.17R	 4.24	16.25
204	17	34	7.33R	 4.25	15.69
204	17	51	5.71R	 4.26	15.27
204	17	68	3.88R	 4.29	15.01
204	17	85	1.73R	 4.32	15.01
204	17	102	9.20RP	 4.37	15.29
204	17	119	6.84RP	 4.42	15.78
204	17	136	4.70RP	 4.48	16.51
204	17	153	3.11RP	 4.55	17.39
204	17	170	1.56RP	 4.62	18.40
204	17	187	0.10RP	 4.71	19.51
204	17	204	8.62P	 4.80	20.96
204	17	221	7.38P	 4.91	22.41
204	17	238	6.28P	 5.02	24.09
204	17	255	5.37P	 5.13	25.28
204	34	0	8.95R	 4.34	16.01
204	34	17	8.54R	 4.34	15.65
204	34	34	7.78R	 4.35	15.09
204	34	51	6.27R	 4.37	14.65
204	34	68	4.32R	 4.39	14.34
204	34	85	2.19R	 4.43	14.30
204	34	102	9.55RP	 4.47	14.57
204	34	119	7.09RP	 4.52	15.07
204	34	136	4.82RP	 4.57	15.78
204	34	153	3.18RP	 4.64	16.71
204	34	170	1.59RP	 4.72	17.77
204	34	187	0.09RP	 4.80	18.96
204	34	204	8.59P	 4.89	20.39
204	34	221	7.34P	 4.99	21.79
204	34	238	6.25P	 5.10	23.31
204	34	255	5.35P	 5.21	24.56
204	51	0	9.60R	 4.50	15.04
204	51	17	9.20R	 4.51	14.72
204	51	34	8.46R	 4.52	14.22
204	51	51	7.20R	 4.53	13.69
204	51	68	5.14R	 4.56	13.37
204	51	85	2.96R	 4.59	13.27
204	51	102	0.20R	 4.63	13.48
204	51	119	7.54RP	 4.67	13.99
204	51	136	5.05RP	 4.73	14.66
204	51	153	3.31RP	 4.79	15.61
204	51	170	1.66RP	 4.86	16.76
204	51	187	0.09RP	 4.94	18.03
204	51	204	8.56P	 5.03	19.45
204	51	221	7.29P	 5.13	20.75
204	51	238	6.20P	 5.23	22.09
204	51	255	5.31P	 5.34	23.47
204	68	0	0.56YR	 4.73	14.04
204	68	17	0.20YR	 4.73	13.62
204	68	34	9.52R	 4.74	13.12
204	68	51	8.40R	 4.76	12.60
204	68	68	6.61R	 4.78	12.15
204	68	85	4.14R	 4.81	11.96
204	68	102	1.30R	 4.84	12.08
204	68	119	8.31RP	 4.89	12.51
204	68	136	5.52RP	 4.94	13.24
204	68	153	3.52RP	 5.00	14.17
204	68	170	1.79RP	 5.07	15.27
204	68	187	0.11RP	 5.14	16.54
204	68	204	8.53P	 5.23	17.92
204	68	221	7.22P	 5.32	19.32
204	68	238	6.13P	 5.42	20.74
204	68	255	5.25P	 5.52	22.00
204	85	0	2.03YR	 5.01	13.38
204	85	17	1.71YR	 5.01	12.94
204	85	34	1.04YR	 5.02	12.19
204	85	51	9.95R	 5.03	11.37
204	85	68	8.44R	 5.05	10.92
204	85	85	6.11R	 5.08	10.60
204	85	102	3.12R	 5.11	10.57
204	85	119	9.63RP	 5.16	10.88
204	85	136	6.45RP	 5.20	11.42
204	85	153	3.95RP	 5.26	12.26
204	85	170	2.06RP	 5.32	13.32
204	85	187	0.19RP	 5.39	14.62
204	85	204	8.49P	 5.47	16.11
204	85	221	7.11P	 5.56	17.65
204	85	238	6.04P	 5.65	19.16
204	85	255	5.17P	 5.75	20.56
204	102	0	4.29YR	 5.33	12.41
204	102	17	3.98YR	 5.34	11.96
204	102	34	3.43YR	 5.35	11.33
204	102	51	2.47YR	 5.36	10.45
204	102	68	0.92YR	 5.38	 9.68
204	102	85	8.84R	 5.40	 9.15
204	102	102	5.93R	 5.43	 8.94
204	102	119	2.03R	 5.47	 9.10
204	102	136	8.03RP	 5.51	 9.58
204	102	153	4.66RP	 5.57	10.34
204	102	170	2.51RP	 5.63	11.32
204	102	187	0.34RP	 5.69	12.58
204	102	204	8.45P	 5.76	14.05
204	102	221	6.99P	 5.84	15.71
204	102	238	5.90P	 5.93	17.38
204	102	255	5.06P	 6.02	18.93
204	119	0	6.93YR	 5.70	11.58
204	119	17	6.68YR	 5.70	11.22
204	119	34	6.21YR	 5.71	10.59
204	119	51	5.38YR	 5.72	 9.73
204	119	68	4.15YR	 5.74	 8.89
204	119	85	2.36YR	 5.76	 8.09
204	119	102	9.62R	 5.79	 7.54
204	119	119	6.01R	 5.83	 7.36
204	119	136	0.88R	 5.87	 7.69
204	119	153	6.27RP	 5.91	 8.30
204	119	170	3.12RP	 5.97	 9.32
204	119	187	0.59RP	 6.03	10.47
204	119	204	8.42P	 6.10	11.90
204	119	221	6.83P	 6.17	13.47
204	119	238	5.71P	 6.25	15.06
204	119	255	4.77P	 6.34	16.64
204	136	0	9.87YR	 6.10	11.02
204	136	17	9.67YR	 6.10	10.65
204	136	34	9.32YR	 6.11	10.00
204	136	51	8.72YR	 6.12	 9.26
204	136	68	7.81YR	 6.14	 8.32
204	136	85	6.35YR	 6.16	 7.40
204	136	102	4.18YR	 6.18	 6.53
204	136	119	1.04YR	 6.21	 5.90
204	136	136	6.48R	 6.25	 5.69
204	136	153	9.75RP	 6.29	 5.97
204	136	170	4.40RP	 6.34	 6.76
204	136	187	1.12RP	 6.40	 7.94
204	136	204	8.41P	 6.46	 9.35
204	136	221	6.63P	 6.53	11.01
204	136	238	5.47P	 6.60	12.69
204	136	255	4.38P	 6.68	14.31
204	153	0	2.90Y	 6.53	10.60
204	153	17	2.78Y	 6.53	10.24
204	153	34	2.55Y	 6.53	 9.70
204	153	51	2.14Y	 6.54	 8.97
204	153	68	1.47Y	 6.56	 8.02
204	153	85	0.51Y	 6.58	 7.05
204	153	102	9.11YR	 6.60	 6.02
204	153	119	7.12YR	 6.63	 5.10
204	153	136	3.48YR	 6.66	 4.35
204	153	153	7.68R	 6.70	 4.05
204	153	170	8.38RP	 6.75	 4.55
204	153	187	2.31RP	 6.80	 5.47
204	153	204	8.42P	 6.86	 6.92
204	153	221	6.32P	 6.92	 8.62
204	153	238	5.12P	 6.99	10.30
204	153	255	3.82P	 7.06	11.92
204	170	0	5.81Y	 6.97	10.57
204	170	17	5.72Y	 6.97	10.24
204	170	34	5.58Y	 6.98	 9.75
204	170	51	5.30Y	 6.99	 9.09
204	170	68	4.89Y	 7.00	 8.21
204	170	85	4.37Y	 7.02	 7.21
204	170	102	3.64Y	 7.04	 6.08
204	170	119	2.61Y	 7.07	 4.99
204	170	136	0.61Y	 7.10	 3.92
204	170	153	7.65YR	 7.13	 3.00
204	170	170	0.55YR	 7.17	 2.53
204	170	187	6.06RP	 7.22	 3.15
204	170	204	8.65P	 7.27	 4.38
204	170	221	5.83P	 7.33	 6.08
204	170	238	4.15P	 7.39	 7.77
204	170	255	2.74P	 7.46	 9.39
204	187	0	9.11Y	 7.43	10.86
204	187	17	9.08Y	 7.44	10.58
204	187	34	9.03Y	 7.44	10.07
204	187	51	8.94Y	 7.45	 9.45
204	187	68	8.80Y	 7.46	 8.63
204	187	85	8.59Y	 7.48	 7.64
204	187	102	8.28Y	 7.50	 6.57
204	187	119	7.80Y	 7.52	 5.43
204	187	136	7.03Y	 7.55	 4.26
204	187	153	5.70Y	 7.58	 3.09
204	187	170	3.45Y	 7.62	 1.97
204	187	187	8.14YR	 7.66	 1.08
204	187	204	0.72RP	 7.71	 1.80
204	187	221	4.19P	 7.76	 3.52
204	187	238	2.04P	 7.82	 5.39
204	187	255	1.21P	 7.88	 7.12
204	204	0	1.65GY	 7.91	11.54
204	204	17	1.67GY	 7.91	11.32
204	204	34	1.70GY	 7.91	10.93
204	204	51	1.74GY	 7.92	10.30
204	204	68	1.82GY	 7.93	 9.54
204	204	85	1.92GY	 7.95	 8.65
204	204	102	2.06GY	 7.96	 7.63
204	204	119	2.26GY	 7.98	 6.50
204	204	136	2.54GY	 8.01	 5.33
204	204	153	3.03GY	 8.04	 4.15
204	204	170	3.99GY	 8.08	 2.93
204	204	187	5.37GY	 8.11	 1.77
204	204	204	8.32GY	 8.16	 0.78
204	204	221	1.87PB	 8.21	 1.24
204	204	238	7.12PB	 8.26	 3.36
204	204	255	8.21PB	 8.32	 5.13
204	221	0	3.59GY	 8.39	12.31
204	221	17	3.62GY	 8.39	12.09
204	221	34	3.68GY	 8.39	11.75
204	221	51	3.80GY	 8.40	11.25
204	221	68	3.97GY	 8.41	10.55
204	221	85	4.23GY	 8.42	 9.70
204	221	102	4.59GY	 8.44	 8.75
204	221	119	5.06GY	 8.46	 7.70
204	221	136	5.41GY	 8.48	 6.61
204	221	153	5.89GY	 8.51	 5.48
204	221	170	6.59GY	 8.54	 4.37
204	221	187	7.77GY	 8.58	 3.27
204	221	204	0.22G	 8.62	 2.26
204	221	221	7.63G	 8.66	 1.59
204	221	238	4.46B	 8.71	 2.07
204	221	255	2.46PB	 8.76	 3.57
204	238	0	5.14GY	 8.87	13.23
204	238	17	5.17GY	 8.87	13.05
204	238	34	5.22GY	 8.88	12.74
204	238	51	5.30GY	 8.88	12.23
204	238	68	5.43GY	 8.89	11.60
204	238	85	5.59GY	 8.90	10.85
204	238	102	5.84GY	 8.92	 9.95
204	238	119	6.13GY	 8.93	 8.97
204	238	136	6.54GY	 8.96	 7.94
204	238	153	7.08GY	 8.98	 6.86
204	238	170	7.81GY	 9.01	 5.82
204	238	187	8.86GY	 9.04	 4.93
204	238	204	0.66G	 9.08	 4.18
204	238	221	3.59G	 9.12	 3.43
204	238	238	2.32BG	 9.16	 3.02
204	238	255	2.11B	 9.21	 3.43
204	255	170	7.98GY	 9.48	12.68
204	255	187	8.95GY	 9.51	11.46
204	255	204	0.32G	 9.54	10.35
204	255	221	2.18G	 9.58	 9.57
204	255	238	5.64G	 9.62	 9.35
221	0	0	8.28R	 4.52	17.95
221	0	17	7.93R	 4.53	17.62
221	0	34	7.20R	 4.54	17.14
221	0	51	5.84R	 4.56	16.72
221	0	68	4.21R	 4.58	16.43
221	0	85	2.38R	 4.61	16.38
221	0	102	0.05R	 4.65	16.56
221	0	119	7.88RP	 4.69	17.01
221	0	136	5.72RP	 4.75	17.64
221	0	153	4.01RP	 4.81	18.46
221	0	170	2.67RP	 4.88	19.41
